"Sample-PDFs-for-format-testing/testset misc 4/A377F2BEFE9575BD1622375433BF34FF7A518.pdf"  "Sample-PDFs-for-format-testing/testset misc 4"    "A377F2BEFE9575BD1622375433BF34FF7A518.pdf"      "A377F2BEFE9575BD1622375433BF34FF7A518"      "./"




"INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/1/17B556D9C5585C798D5C29922FCF03899E5221E.pdf"  "INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/1"    "17B556D9C5585C798D5C29922FCF03899E5221E.pdf"      "17B556D9C5585C798D5C29922FCF03899E5221E"      "./"

"INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/3/396E7C1B38A2268EA1082453FFAC5D6778DEB6.pdf"  "INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/3"    "396E7C1B38A2268EA1082453FFAC5D6778DEB6.pdf"      "396E7C1B38A2268EA1082453FFAC5D6778DEB6"      "./"

"INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/4/4CFF7BE82F8A4A6AC84DA26FD7DDBF815777DD4.pdf"  "INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/4"    "4CFF7BE82F8A4A6AC84DA26FD7DDBF815777DD4.pdf"      "4CFF7BE82F8A4A6AC84DA26FD7DDBF815777DD4"      "./"

"INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/4/47B017728D26B8D23891D2DC2184D1122C4369E.pdf"  "INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/4"    "47B017728D26B8D23891D2DC2184D1122C4369E.pdf"      "47B017728D26B8D23891D2DC2184D1122C4369E"      "./"




"digitalcorpora.org/govdocs1/999/999576.pdf"	"digitalcorpora.org/govdocs1/999"	"999576.pdf"	"999576"	"./"

"Sample-PDFs-for-format-testing/ICJ-CIJ/150-17490.pdf"	"Sample-PDFs-for-format-testing/ICJ-CIJ"	"150-17490.pdf"	"150-17490"	"./"

"Sample-PDFs-for-format-testing/ICJ-CIJ/133-18550.pdf"	"Sample-PDFs-for-format-testing/ICJ-CIJ"	"133-18550.pdf"	"133-18550"	"./"





"pdfium_tests/fx/FRC_8.2.2_part1/FRC_8_8.2.2_Parent_edit.pdf"  "pdfium_tests/fx/FRC_8.2.2_part1"    "FRC_8_8.2.2_Parent_edit.pdf"      "FRC_8_8.2.2_Parent_edit"      "./"

"digitalcorpora.org/govdocs1/051/051192.pdf"  "digitalcorpora.org/govdocs1/051"    "051192.pdf"      "051192"      "./"

"digitalcorpora.org/govdocs1/900/900069.pdf"  "digitalcorpora.org/govdocs1/900"    "900069.pdf"      "900069"      "./"

"INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/7/7AD86BF80591DAD1DDE8E81EB6C55B41E5E4.pdf"  "INTRANET_E57B9774-4712-430E-93E0-E67433F7DF07/documents/7"    "7AD86BF80591DAD1DDE8E81EB6C55B41E5E4.pdf"      "7AD86BF80591DAD1DDE8E81EB6C55B41E5E4"      "./"

"digitalcorpora.org/govdocs1/011/011591.pdf"  "digitalcorpora.org/govdocs1/011"    "011591.pdf"      "011591"      "./"

"artifex-mupdf-test-corpus/pdf/Jbig2_042_14.pdf"  "artifex-mupdf-test-corpus/pdf"    "Jbig2_042_14.pdf"      "Jbig2_042_14"      "./"

"Sample-PDFs-for-format-testing/pdfdraw-text-extract-horrors-and-low-quality-files/151D49E6814E429979788DA576927A2F1AE732.pdf"  "Sample-PDFs-for-format-testing/pdfdraw-text-extract-horrors-and-low-quality-files"    "151D49E6814E429979788DA576927A2F1AE732.pdf"      "151D49E6814E429979788DA576927A2F1AE732"      "./"

"pdfium_tests/fx/layer/4_36.pdf"  "pdfium_tests/fx/layer"    "4_36.pdf"      "4_36"      "./"

"Sample-PDFs-for-format-testing/ICJ-CIJ/big/150-17582.pdf"  "Sample-PDFs-for-format-testing/ICJ-CIJ/big"    "150-17582.pdf"      "150-17582"      "./"

